"name","left geod","right geod","ortho"
"v3008(7,1)",0.53861+2.8798*1j,0.53861+2.8798*1j,1.29604+2.22536*1j
"v3016(5,1)",0.67565+2.54973*1j,0.7066+2.41191*1j,1.03104-0.63503*1j
"v3103(6,1)",0.7892-3.08295*1j,0.7892-3.08295*1j,0.93601+1.49175*1j
"v3310(-7,1)",0.74578-2.95465*1j,0.74578-2.95465*1j,1.59658+0.7092*1j
"v3310(-7,1)",0.48119+0.61208*1j,0.74578-2.95465*1j,1.56552-2.02418*1j
"v3027(-4,1)",0.60879+2.62852*1j,0.63636-2.20164*1j,1.117+1.90736*1j
"v3070(5,1)",0.70426+2.48775*1j,0.70712+2.55438*1j,0.98142-0.67552*1j
"v3006(-4,3)",0.67025+2.33486*1j,0.76698-2.32752*1j,0.94533+2.06913*1j
"v3057(5,1)",0.61611+2.12792*1j,0.68848-2.06133*1j,1.19445+1.03778*1j
"v3057(5,1)",0.60608-1.90566*1j,0.68848-2.06133*1j,1.06187+2.25092*1j
"v3283(-4,1)",0.78244-2.26864*1j,0.78619+1.94657*1j,0.86798+0.66685*1j
"v3043(5,1)",0.53651-2.1092*1j,0.76597-1.91769*1j,1.1728+2.1035*1j
"v3043(5,1)",0.51854+2.41392*1j,0.76597-1.91769*1j,1.19649-1.43998*1j
"v3043(5,1)",0.51854+2.41392*1j,0.53651-2.1092*1j,1.20051+1.82396*1j
"v3067(5,1)",0.51338-2.41164*1j,0.5493+2.11238*1j,1.19897-1.94476*1j
"v3067(5,1)",0.52021+1.59486*1j,0.73656-2.05571*1j,1.20679-0.16749*1j
"v3124(4,1)",0.60475+2.11439*1j,0.61255-2.40184*1j,1.07632-2.03455*1j
"v3102(1,4)",0.69052+3.08185*1j,0.69052+3.08185*1j,1.07388+1.65895*1j
"v3177(-4,1)",0.58688+2.46027*1j,0.76689+2.06491*1j,1.07265-1.36195*1j
"v3198(-5,1)",0.74009-1.67604*1j,0.79665+2.67087*1j,1.05886+0.71955*1j
"v3198(-5,1)",0.74009-1.67604*1j,0.79665+2.67087*1j,1.05886-2.42204*1j
"v3124(-5,1)",0.55272-2.37266*1j,0.55549+2.10322*1j,1.16567+1.13584*1j
"v3260(5,1)",0.74294-1.86846*1j,0.77616-2.18987*1j,1.02278+2.12873*1j
"v3260(5,1)",0.70716+1.80964*1j,0.77616-2.18987*1j,1.04469+0.65915*1j
"v3133(5,1)",0.38997-1.9105*1j,0.73952-2.57181*1j,1.34484-2.43523*1j
"v3110(1,4)",0.67852-1.92838*1j,0.79542-3.04749*1j,1.00897+1.51985*1j
"v3110(1,4)",0.67852-1.92838*1j,0.79542-3.04749*1j,1.00897-1.62174*1j
"v3258(6,1)",0.66472+2.50631*1j,0.66472+2.50631*1j,1.03891-0.60714*1j
"v3128(-1,4)",0.77377+2.23238*1j,0.77377+2.23238*1j,1.00806+0.73552*1j
"v3082(1,4)",0.52085+2.05999*1j,0.7604+1.93334*1j,1.12508-2.24488*1j
